N,E,D
-0.2041153907775879,0.07261064648628235,0.17415951192378998
-0.2345118373632431,0.08178891986608505,0.17221641540527344
-0.28755074739456177,0.09599031507968903,0.16805137693881989
-0.28755074739456177,0.09599031507968903,0.16805137693881989
-0.28755074739456177,0.09599031507968903,0.16805137693881989
-0.3270620107650757,0.10470649600028992,0.16423873603343964
-0.3270620107650757,0.10470649600028992,0.16423873603343964
-0.3270620107650757,0.10470649600028992,0.16423873603343964
-0.338037371635437,0.10679121315479279,0.16306041181087494
-0.3488644063472748,0.10868857800960541,0.1618434637784958
-0.3595384657382965,0.11039526760578156,0.16058841347694397
-0.3648166358470917,0.11117616295814514,0.15994678437709808
-0.375252366065979,0.11259132623672485,0.15863564610481262
-0.38040879368782043,0.11322498321533203,0.1579662710428238
-0.390595942735672,0.11434303969144821,0.15660032629966736
-0.3956255614757538,0.11482695490121841,0.1559038907289505
-0.40555405616760254,0.11564349383115768,0.15448448061943054
-0.42487314343452454,0.11666686087846756,0.15154170989990234
-0.4434468448162079,0.1168718934059143,0.1484646499156952
-0.452443927526474,0.11666686087846756,0.1468774527311325
-0.4698389172554016,0.11564349383115768,0.1436091661453247
-0.48640963435173035,0.11380897462368011,0.1402205228805542
-0.49042007327079773,0.11322498321533203,0.13935524225234985
-0.5096570253372192,0.10956595093011856,0.13492491841316223
-0.5240432024002075,0.10577204823493958,0.13126181066036224
-0.5274970531463623,0.10470649600028992,0.13033035397529602
-0.5308930277824402,0.10359501093626022,0.1293928325176239
-0.5407302975654602,0.09998997300863266,0.12654489278793335
-0.5438912510871887,0.09869985282421112,0.12558414041996002
-0.5469925403594971,0.09736643731594086,0.12461782991886139
-0.553014874458313,0.09457208961248398,0.12266900390386581
-0.555935263633728,0.09311238676309586,0.12168669700622559
-0.5643293261528015,0.08849085867404938,0.11870948225259781
-0.5770779848098755,0.08002186566591263,0.11365307867527008
-0.5794389247894287,0.07821971923112869,0.11262863129377365
-0.5861395597457886,0.07261064648628235,0.10953100025653839
-0.5902857184410095,0.06871064752340317,0.10744678229093552
-0.5960188508033752,0.0626368299126625,0.1042940691113472
-0.5977994799613953,0.0605560801923275,0.10323657840490341
-0.6071001291275024,0.04754650965332985,0.09683072566986084
-0.6096694469451904,0.043032851070165634,0.09467504173517227
-0.610853910446167,0.04074721410870552,0.09359389543533325
-0.613021731376648,0.03612332418560982,0.09142562001943588
-0.6172630786895752,0.024304363876581192,0.08597549051046371
-0.6179085969924927,0.021904414519667625,0.08488137274980545
-0.6189963221549988,0.017076745629310608,0.08269000798463821
-0.6201186776161194,0.00978173315525055,0.07939694076776505
-0.620629072189331,-0.002448117360472679,0.07390046119689941
-0.6198124885559082,-0.012219119817018509,0.06950472295284271
-0.6172630786895752,-0.024304363876581192,0.06402450799942017
-0.613021731376648,-0.03612332418560982,0.058574382215738297
-0.6084181666374207,-0.04529961571097374,0.054245978593826294
-0.6057155132293701,-0.04977254942059517,0.0520949587225914
-0.604264497756958,-0.051976755261421204,0.05102315917611122
-0.592261791229248,-0.06671500951051712,0.043600715696811676
-0.5902857184410095,-0.06871064752340317,0.042553216218948364
-0.5861395597457886,-0.07261064648628235,0.04046900197863579
-0.5839700102806091,-0.07451329380273819,0.03943251818418503
-0.5746537446975708,-0.08178891986608505,0.03532671555876732
-0.5615927577018738,-0.09007109701633453,0.03029317408800125
-0.5587946772575378,-0.0916118323802948,0.029300734400749207
-0.555935263633728,-0.09311238676309586,0.028313307091593742
-0.553014874458313,-0.09457208961248398,0.027330998331308365
-0.5438912510871887,-0.09869985282421112,0.024415863677859306
-0.5375100374221802,-0.10123623162508011,0.02250000089406967
-0.5308930277824402,-0.10359501093626022,0.02060716412961483
-0.43887510895729065,-0.11689753085374832,0.0007537879864685237
-0.43887510895729065,-0.11689753085374832,0.0007537879864685237
-0.43887510895729065,-0.11689753085374832,0.0007537879864685237
-0.4342552125453949,-0.1168718934059143,-1.9631361283245496e-05
-0.41530469059944153,-0.11625716090202332,-0.003030206775292754
-0.4006117880344391,-0.11526050418615341,-0.005198583006858826
-0.3956255614757538,-0.11482695490121841,-0.005903890356421471
-0.390595942735672,-0.11434303969144821,-0.0066003259271383286
-0.38040879368782043,-0.11322498321533203,-0.00796627625823021
-0.3270620107650757,-0.10470649600028992,-0.014238732866942883
-0.3270620107650757,-0.10470649600028992,-0.014238732866942883
-0.3270620107650757,-0.10470649600028992,-0.014238732866942883
-0.2932948172092438,-0.09736643731594086,-0.017536861822009087
-0.2932948172092438,-0.09736643731594086,-0.017536861822009087
-0.2817751467227936,-0.09457208961248398,-0.018555685877799988
-0.2524464428424835,-0.08687179535627365,-0.02092227339744568
-0.22848133742809296,-0.08002186566591263,-0.02262653037905693
-0.22848133742809296,-0.08002186566591263,-0.02262653037905693
-0.2041153907775879,-0.07261064648628235,-0.024159519001841545
-0.1669086068868637,-0.0605560801923275,-0.026132069528102875
-0.1669086068868637,-0.0605560801923275,-0.026132069528102875
-0.1669086068868637,-0.0605560801923275,-0.026132069528102875
-0.14804892241954803,-0.05415816232562065,-0.026969099417328835
-0.1290431171655655,-0.04754650965332985,-0.027705498039722443
-0.08423364907503128,-0.03143606334924698,-0.029028523713350296
-0.08423364907503128,-0.03143606334924698,-0.029028523713350296
-0.08423364907503128,-0.03143606334924698,-0.029028523713350296
-0.0713372528553009,-0.02669365331530571,-0.02930414117872715
-0.05193575099110603,-0.019494855776429176,-0.029631750658154488
-0.01949550025165081,-0.007340056821703911,-0.029948187991976738
-0.01949550025165081,-0.007340056821703911,-0.029948187991976738
-0.0129981879144907,-0.004895160440355539,-0.029976971447467804
-0.1371516069963062,-0.044498055756380245,-0.026687509592347527
